tid,slope,roughness,bed_level_x,aspect,bed_level_y,change,change_norm,predicted_target_norm,predicted_target
35205,3.5281,0.0036,7.4264,35.2078,7.5726,0.14620000000000033,1.5201345190265667,-0.048873305,0.017042544
35206,1.5114,0.0019,7.2192,24.8492,7.2341,0.014899999999999913,-0.07490096503670167,0.17464614,0.0354422
35207,0.8041,0.001,7.1427,22.14,7.1514,0.008700000000000152,-0.15021871066649492,0.40902537,0.05473581
35208,1.0311,0.0016,7.0811,19.744,7.0955,0.01440000000000019,-0.0809749767810367,0.2794363,0.044068307
35209,3.5795,0.0036,6.889,29.7477,6.925,0.03599999999999959,0.1814223305743748,-0.011620656,0.020109104
35210,3.6123,0.0033,6.8349,26.2158,6.8545,0.019599999999999618,-0.017805254639924314,0.006907001,0.021634262
35211,2.5001,0.0022,6.7054,33.5084,6.757,0.051599999999999646,0.37093149699773353,0.107556656,0.029919531
35212,1.2407,0.0015,6.638,59.0225,6.6917,0.05370000000000008,0.39644234632396014,0.29543513,0.045385297
35213,2.369,0.0021,6.6024,185.223,6.6578,0.05539999999999967,0.41709398625470573,-0.034828044,0.01819872
35214,2.2019,0.0021,6.6993,226.284,6.702,0.0026999999999999247,-0.22310685159855848,-0.023729444,0.019112334
35215,1.6863,0.0014,6.7324,182.794,6.7185,-0.013900000000000468,-0.42476404151059804,0.100957945,0.02937634
35216,3.5023,0.0044,6.7906,195.533,6.8012,0.010599999999999277,-0.12713746603801965,-0.16552594,0.0074399402
35217,2.5132,0.0025,7.5029,34.9678,7.7365,0.23360000000000003,2.5818717719369153,0.043744043,0.02466661
35218,2.0386,0.0023,7.3053,24.6454,7.3621,0.05679999999999996,0.4341012191388568,0.08521326,0.02808027
35219,0.9806,0.0012,7.1911,15.4148,7.2077,0.016600000000000392,-0.054249325105945295,0.34518254,0.0494804
35220,0.8385,0.0009,7.1196,16.5753,7.1387,0.019099999999999895,-0.023879266384259346,0.41561496,0.055278253
35221,2.7267,0.003,7.0164,31.3512,7.03,0.013600000000000279,-0.09069339557197707,0.03316763,0.023795981
35222,4.3832,0.0041,6.9048,36.7052,6.9293,0.024499999999999744,0.04172006045459353,-0.05811119,0.0162821
35223,3.6981,0.0031,6.7309,25.5704,6.7695,0.038599999999999746,0.2130071916449364,0.023200303,0.022975491
35224,2.7006,0.0025,6.6301,16.2708,6.7099,0.07980000000000054,0.7135057593784301,0.08431256,0.028006125
35225,3.0163,0.0023,6.5234,87.2406,6.6218,0.09840000000000071,0.9394589962678206,0.09505308,0.028890263
35226,2.7157,0.0029,6.6362,195.461,6.6744,0.03820000000000068,0.208147982249477,-0.0789725,0.014564839
35227,2.8656,0.0027,6.7571,209.407,6.7195,-0.0376000000000003,-0.712672198192236,-0.080460295,0.0144423675
35228,2.4891,0.0023,6.7231,194.829,6.7215,-0.0015999999999998238,-0.27534335259986564,-0.057060562,0.016368585
35229,9.3812,0.0109,6.9628,250.599,6.9661,0.0033000000000003027,-0.21581803750534778,-0.5851964,-0.027106455
35230,4.1375,0.0041,7.4861,36.1009,7.6467,0.16059999999999963,1.6950660572635041,-0.09602989,0.01316071
35231,2.0276,0.0025,7.2196,28.2113,7.2351,0.015500000000000291,-0.067612150943491,0.076951206,0.027400155
35232,0.9849,0.0012,7.1359,34.2694,7.1516,0.015699999999999825,-0.06518254624576131,0.36842442,0.051393624
35233,0.9626,0.0016,7.0695,19.1922,7.0948,0.025300000000000544,0.05143847924554469,0.2872104,0.044708256
35234,4.5435,0.0041,6.8522,36.3976,6.9128,0.06059999999999999,0.48026370839582894,-0.05825387,0.016270354
35235,1.8207,0.0016,6.6997,6.1194,6.7205,0.020800000000000374,-0.0032276264535029725,0.17736767,0.03566623
35236,1.3807,0.0012,6.6628,14.8122,6.7178,0.055000000000000604,0.41223477685924637,0.30842412,0.046454523
35237,1.7316,0.0014,6.6122,41.5115,6.6415,0.029300000000000104,0.10003057320024653,0.26186132,0.04262157
35238,1.3292,0.0012,6.6534,18.3249,6.6972,0.04379999999999917,0.2761769137860488,0.31897724,0.047323234
35239,1.1871,0.0011,6.5998,1.1401,6.6359,0.03610000000000024,0.18263713292325043,0.33342475,0.048512522
35240,2.6312,0.0023,6.6486,216.777,6.6549,0.006299999999999528,-0.17937396703932681,-0.04071045,0.017714493
35241,2.0087,0.0015,6.7569,189.716,6.7356,-0.021300000000000097,-0.5146594153268018,0.041715667,0.024499638
35242,3.2354,0.0038,6.7836,198.237,6.7923,0.008700000000000152,-0.15021871066649492,-0.13751735,0.009745549
35243,3.2632,0.0036,7.3244,34.8912,7.377,0.05259999999999998,0.38307952048641447,-0.03463243,0.018214822
35244,1.0624,0.0014,7.1763,19.8028,7.1839,0.007600000000000051,-0.16358153650404061,0.30732477,0.046364028
35245,0.8331,0.0009,7.1079,18.4812,7.1267,0.018799999999999706,-0.027523673430864683,0.41879654,0.055540152
35246,2.9641,0.0033,7.0125,25.0386,7.0305,0.017999999999999794,-0.03724209222180505,0.009146601,0.021818621
35247,3.6366,0.0033,6.73,16.6942,6.7834,0.05339999999999989,0.3927979392773548,0.010762379,0.021951629
35248,1.8727,0.0015,6.711,9.8767,6.742,0.030999999999999694,0.12068221313099212,0.19223307,0.03688992
35249,2.3802,0.0022,6.7712,5.0177,6.7781,0.006899999999999906,-0.17208515294611615,0.102042034,0.02946558
35250,1.9397,0.0016,6.691,27.709,6.7469,0.05590000000000028,0.4231679979990516,0.18915574,0.0366366
35251,1.4039,0.0013,6.6221,35.0081,6.662,0.03990000000000027,0.2287996221802226,0.31048983,0.046624567
35252,1.5839,0.0015,6.616,225.361,6.6553,0.03930000000000078,0.2215108080870227,0.084489465,0.02802069
35253,2.4625,0.0022,6.7274,213.569,6.6965,-0.030899999999999928,-0.631280440818097,-0.04652074,0.017236201
35254,2.525,0.0019,6.7519,185.022,6.7458,-0.006099999999999994,-0.3300094582989133,-0.029915407,0.018603118
35255,7.6105,0.0091,6.9598,207.458,6.96,0.00019999999999953388,-0.2534769103202552,-0.48798364,-0.019104106
35256,1.4412,0.0021,7.049,20.0538,7.0773,0.02829999999999977,0.08788254971156567,0.14882547,0.033316694
35257,4.1595,0.0038,6.8146,35.0246,6.9013,0.08669999999999956,0.7973271214502881,-0.029627547,0.018626813
35258,2.342,0.0017,6.7092,6.505,6.7266,0.017400000000000304,-0.04453090631500493,0.14241919,0.032789342
35259,1.5819,0.0014,6.6579,0.0292,6.7092,0.051300000000000345,0.367287089951139,0.2331863,0.040261105
35260,1.2249,0.0009,6.6016,17.0894,6.6333,0.03169999999999984,0.12918582957306762,0.37937808,0.052295305
35261,2.3461,0.0021,6.5841,227.605,6.6141,0.02999999999999936,0.10853418964231125,-0.013098523,0.019987449
35262,2.6175,0.0027,6.7013,200.895,6.7075,0.006199999999999761,-0.18058876938819166,-0.074774265,0.01491043
35263,3.3395,0.0024,6.8162,187.568,6.8065,-0.009700000000000486,-0.3737423428581557,-0.06890483,0.01539359
35264,2.9234,0.0021,6.7434,196.871,6.7369,-0.00649999999999995,-0.3348686676943835,-0.052350156,0.016756335
35265,3.0264,0.0041,6.8358,192.897,6.8423,0.00649999999999995,-0.1769443623415863,-0.14450705,0.009170172
35266,4.3847,0.0043,7.5251,35.4879,7.7412,0.21609999999999996,2.3692813608850702,-0.116424024,0.011481908
35267,1.9308,0.0024,7.2734,25.101,7.2997,0.02629999999999999,0.06358650273421475,0.08428736,0.028004052
35268,1.3312,0.0016,7.1583,24.0697,7.1724,0.014100000000000001,-0.08461938382764204,0.24707295,0.041404225
35269,1.566,0.0019,7.212,28.8847,7.2113,-0.000700000000000145,-0.2644101314600604,0.1731111,0.035315838
35270,1.3092,0.0014,7.1132,22.7199,7.1294,0.016200000000000436,-0.05910853450141548,0.28275204,0.04434125
35271,2.7478,0.0031,6.9898,26.5501,7.0214,0.03160000000000007,0.12797102722420278,0.027480796,0.023327854
35272,3.0604,0.0027,6.7356,20.8298,6.7864,0.05080000000000062,0.361213078206804,0.058583662,0.025888177
35273,2.1015,0.0015,6.6744,29.5186,6.7074,0.032999999999999474,0.14497826010834303,0.1926555,0.036924694
35274,1.4208,0.0011,6.6505,25.8599,6.6896,0.03910000000000036,0.21908120338928222,0.33394516,0.048555363
35275,1.2951,0.0013,6.5891,171.966,6.622,0.03289999999999971,0.14376345775947819,0.1619308,0.034395497
35276,3.5728,0.0032,6.6899,224.227,6.6844,-0.005499999999999616,-0.3227206442057026,-0.095608875,0.0131953675
35277,1.5321,0.0015,6.6026,207.051,6.6356,0.03300000000000036,0.14497826010835382,0.07981934,0.027636254
35278,2.8407,0.0021,6.7351,209.361,6.7112,-0.023900000000000254,-0.5462442763973634,-0.04600084,0.017279
35279,2.5968,0.0021,6.7414,187.888,6.7318,-0.009599999999999831,-0.3725275405092801,-0.04524775,0.017340992
35280,8.3027,0.01,6.996,202.183,7.0009,0.004899999999999238,-0.19638119992347786,-0.56020606,-0.025049305
35281,3.4911,0.0039,7.3677,37.3828,7.4499,0.08220000000000027,0.7426610157512512,-0.0594265,0.016173827
35282,1.991,0.0013,6.6582,46.492,6.7046,0.04640000000000022,0.30776177485662115,0.24846084,0.041518472
35283,1.1368,0.0011,6.6159,32.8408,6.6452,0.029300000000000104,0.10003057320024653,0.3698138,0.051507995
35284,1.9235,0.0022,6.5802,198.607,6.6109,0.030700000000000394,0.11703780608439757,-0.023388296,0.019140415
35285,3.9495,0.003,6.7737,195.746,6.7742,0.0005000000000006111,-0.24983250327363907,-0.10948543,0.012053079
35286,3.1075,0.0026,6.8435,199.051,6.852,0.008500000000000618,-0.1526483153642246,-0.08769308,0.0138469795
35287,4.8172,0.0071,7.0446,203.164,7.0362,-0.008399999999999963,-0.35794991232286955,-0.32964164,-0.0060697217
35288,2.1191,0.0029,7.3057,26.6139,7.3487,0.04300000000000015,0.2664584949951192,0.04018037,0.024373256
35289,1.4546,0.0019,7.1913,33.3657,7.2012,0.00990000000000002,-0.13564108248008436,0.19222175,0.036888987
35290,1.789,0.0026,7.0714,24.2345,7.0883,0.01690000000000058,-0.05060491805933996,0.08634633,0.028173542
35291,4.9555,0.0046,6.7955,33.6138,6.886,0.09050000000000047,0.843489610707271,-0.092398554,0.013459635
35292,1.6785,0.0015,6.6572,2.5334,6.6875,0.030300000000000438,0.11217859668892738,0.20783116,0.03817392
35293,2.6166,0.0028,6.6945,16.0738,6.7726,0.07810000000000006,0.6928541194476737,0.06503372,0.026419133
35294,1.5145,0.0012,6.65,358.061,6.6753,0.025299999999999656,0.0514384792455339,0.2561887,0.04215461
35295,1.0521,0.0009,6.6136,37.1275,6.6688,0.05520000000000014,0.41466438155697605,0.40438795,0.054354068
35296,1.2659,0.0013,6.5793,136.678,6.6069,0.027600000000000513,0.07937893326950095,0.23412597,0.040338457
35297,3.4246,0.0031,6.6591,210.155,6.6651,0.006000000000000227,-0.18301837408592136,-0.0907657,0.013594048
35298,2.8543,0.0023,6.7901,193.321,6.7831,-0.006999999999999673,-0.34094267943871853,-0.06459478,0.015748383
35299,3.0049,0.0035,6.9048,195.323,6.9023,-0.0024999999999995026,-0.28627657373967086,-0.12323043,0.010921619
35300,5.8329,0.0081,7.0098,203.871,6.9995,-0.010299999999999976,-0.3810311569513556,-0.40226734,-0.01204812
35301,3.9999,0.0045,7.3849,37.586,7.5198,0.13490000000000002,1.3828618536045154,-0.10660018,0.012290587
35302,1.3487,0.0018,7.2154,28.4184,7.225,0.009599999999999831,-0.1392854895266897,0.21524842,0.038784493
35303,1.7039,0.0019,7.1177,30.4553,7.1286,0.010899999999999466,-0.1234930589914143,0.16061977,0.034287576
35304,3.6879,0.0038,6.9673,30.4341,7.0138,0.046499999999999986,0.308976577205486,-0.030774102,0.01853243
35305,4.0304,0.0041,7.6059,35.2293,7.6389,0.032999999999999474,0.14497826010834303,-0.10266334,0.012614659
35306,4.1842,0.0036,7.3439,25.9451,7.374,0.030100000000000016,0.1097489919911869,-0.06198913,0.015962876
35307,1.4841,0.0017,7.2527,32.4857,7.2637,0.01100000000000012,-0.12227825664253866,0.2199529,0.039171755
35308,2.1017,0.0028,7.1638,23.8273,7.1827,0.018899999999999473,-0.02630887108199983,0.05474405,0.025572108
35309,3.7144,0.0037,6.9121,43.4226,6.9974,0.08530000000000015,0.7803198885661479,-0.017672136,0.019610958
35310,1.8715,0.0017,6.7003,56.9374,6.7765,0.07620000000000005,0.6697728748191877,0.20253693,0.03773811
35311,1.0936,0.0009,6.677,53.2627,6.7392,0.0622000000000007,0.49970054597772046,0.39876175,0.05389093
35312,1.8066,0.0019,6.6503,60.5141,6.6898,0.03950000000000031,0.2239404127847524,0.18023348,0.035902135
35313,5.6586,0.0043,6.649,233.564,6.6736,0.0246000000000004,0.04293486280346917,-0.14204684,0.009372692
35314,2.0288,0.0018,6.7788,215.34,6.7542,-0.0246000000000004,-0.5547478928394389,0.0010287017,0.021150373
35315,2.0273,0.0018,6.7639,248.61,6.7796,0.015700000000000713,-0.06518254624575051,0.02308935,0.022966359
35316,6.5527,0.0077,6.8299,210.321,6.8434,0.013499999999999623,-0.09190819792085271,-0.38332844,-0.010489108
35317,4.5423,0.005,7.6227,57.3407,7.7335,0.11080000000000023,1.090094487527407,-0.15961717,0.007926338
35318,3.3874,0.0039,7.415,42.5322,7.4371,0.02210000000000001,0.012564804081772428,-0.058785915,0.016226558
35319,1.6809,0.002,7.2888,23.6463,7.2997,0.010899999999999466,-0.1234930589914143,0.13660458,0.0323107
35320,1.0236,0.0019,7.187,30.4594,7.2215,0.03449999999999953,0.1632002953413589,0.24028854,0.040845744
35321,4.8569,0.0046,6.9944,42.8615,7.0847,0.09030000000000005,0.8410600060095306,-0.10247593,0.012630086
35322,3.1973,0.0031,6.779,40.1315,6.8517,0.07270000000000021,0.6272547926088209,0.03645502,0.024066593
35323,1.229,0.0009,6.6529,102.341,6.7298,0.07690000000000019,0.6782764912612632,0.3607732,0.050763793
35324,1.4836,0.0012,6.6696,73.8539,6.7048,0.035199999999999676,0.17170391178343444,0.30909783,0.04650998
35325,3.6452,0.0028,6.6304,223.131,6.668,0.0376000000000003,0.20085916815626634,-0.065843865,0.015645562
35326,2.9721,0.0026,6.7685,218.597,6.7188,-0.04970000000000052,-0.859663282405228,-0.07385303,0.014986264
35327,1.9899,0.0016,6.76,187.067,6.7739,0.013900000000000468,-0.08704898852537174,0.03339185,0.02381444
35328,3.2932,0.0039,6.8626,210.179,6.8482,-0.014399999999999302,-0.43083805325492225,-0.15441346,0.008354696
35329,11.4563,0.0132,7.2834,248.161,7.2409,-0.042500000000000426,-0.7721975132867539,-0.8353253,-0.04769655
35330,1.8584,0.002,7.5829,48.9929,7.7106,0.12769999999999992,1.2953960844860413,0.1371596,0.032356385
35331,3.8787,0.0045,7.4598,32.9299,7.4297,-0.030100000000000016,-0.6215620220271566,-0.1106755,0.011955115
35332,4.0519,0.0044,7.1193,29.197,7.163,0.043700000000000294,0.27496211143719473,-0.08486387,0.014079874
35333,1.8947,0.0018,7.1058,355.248,7.1436,0.037799999999999834,0.20328877285399602,0.098862514,0.029203849
35334,3.7177,0.0034,7.0415,43.7027,7.0883,0.046800000000000175,0.31262098425209134,-0.010843292,0.020173095
35335,2.2737,0.0021,6.8253,40.7268,6.8769,0.051599999999999646,0.37093149699773353,0.11908238,0.030868305
35336,1.9102,0.0016,6.7286,35.5941,6.8042,0.07559999999999967,0.662484060725977,0.20126541,0.03763344
35337,1.7307,0.002,6.6679,36.6306,6.702,0.034099999999999575,0.15834108594588872,0.16620255,0.03474714
35338,3.3851,0.003,6.5791,247.073,6.6144,0.03529999999999944,0.17291871413229928,-0.042376667,0.017577333
35339,3.6439,0.0033,6.7163,228.745,6.6493,-0.06700000000000017,-1.0698240887593324,-0.10308544,0.012579912
35340,2.1686,0.0016,6.763,174.514,6.7598,-0.0031999999999996476,-0.2947801901817464,0.040842697,0.024427777
35341,3.9541,0.0053,6.8363,203.112,6.8444,0.008100000000000662,-0.1575075247596948,-0.21830715,0.0030951016
35342,1.9494,0.0028,7.6618,15.6721,7.7785,0.1166999999999998,1.161767826110595,0.032594845,0.023748832
35343,5.05,0.0046,7.4633,32.7192,7.5188,0.05549999999999944,0.41830878860357057,-0.14546506,0.00909131
35344,2.9447,0.0032,7.2971,33.5413,7.3039,0.006799999999999251,-0.1732999552949918,-0.0028869957,0.02082804
35345,2.732,0.0025,7.1393,345.694,7.1757,0.036399999999999544,0.18628153996984498,-0.025456354,0.018970178
35346,3.3363,0.0032,7.1173,37.7443,7.1447,0.02740000000000009,0.07694932857176046,0.002189234,0.021245904
35347,3.3177,0.0033,6.9153,39.4481,6.9959,0.08059999999999956,0.7232241781693597,0.012480825,0.022093087
35348,2.0759,0.0019,6.8024,48.9958,6.8654,0.06300000000000061,0.5094189647686608,0.1596033,0.034203902
35349,1.551,0.0014,6.7328,51.4894,6.8074,0.07460000000000022,0.6503360372373069,0.28135198,0.044226002
35350,1.3736,0.0015,6.687,29.5916,6.7344,0.047399999999999665,0.3199097983452912,0.27589712,0.04377697
35351,4.5565,0.0036,6.5958,59.1386,6.6387,0.04290000000000038,0.26524369264625436,-0.004444629,0.02069982
35352,5.0606,0.0041,6.6678,232.697,6.6386,-0.02919999999999945,-0.6106288008873406,-0.13512443,0.00994253
35353,1.2507,0.0017,6.7475,210.863,6.7278,-0.019699999999999385,-0.4952225777449103,0.0669591,0.026577625
35354,3.346,0.0026,6.7482,190.661,6.7699,0.021700000000000053,0.007705594686302244,-0.082081586,0.014308906
35355,10.7085,0.0123,7.0903,248.985,7.0866,-0.0037000000000002586,-0.3008542019260922,-0.72589535,-0.0386885
35356,1.4534,0.001,7.6214,357.759,7.7224,0.10099999999999998,0.9710438573383714,0.13496397,0.032175645
35357,3.6649,0.0039,7.5392,32.2035,7.4762,-0.06299999999999972,-1.0212319948046198,-0.07835238,0.014615887
35358,4.1609,0.0042,7.2934,35.848,7.2952,0.0018000000000002458,-0.2340400727383637,-0.087678,0.013848221
35359,3.4875,0.0033,7.1316,30.6307,7.1832,0.051600000000000534,0.37093149699774436,-0.010438696,0.0202064
35360,4.5123,0.0042,7.0191,45.4496,7.0718,0.05269999999999975,0.3842943228352793,-0.07276906,0.015075495
35361,2.7753,0.002,6.8331,22.7512,6.8809,0.04779999999999962,0.3247690077407614,0.101277485,0.029402643
35362,3.0478,0.0024,6.7562,11.7078,6.821,0.06479999999999997,0.5312854070482712,0.07096192,0.02690713
35363,1.8235,0.0023,6.6427,23.8277,6.69,0.047300000000000786,0.3186949959964372,0.1286305,0.031654287
35364,4.0882,0.004,6.4829,96.3197,6.5731,0.09020000000000028,0.8398452036606657,-0.0147988945,0.019847477
35365,5.3901,0.0047,6.663,218.157,6.5928,-0.07019999999999982,-1.108697763923094,-0.1808846,0.0061756475
35366,2.5833,0.0016,6.7589,188.24,6.7371,-0.02179999999999982,-0.5207334270711369,-0.015254647,0.019809961
35367,2.8938,0.0028,6.82,205.445,6.8237,0.0036999999999993705,-0.2109588281098884,-0.095911175,0.0131704835
35368,2.4295,0.0018,7.6049,77.7966,7.7905,0.1856,1.9987666444804284,0.13432659,0.03212318
35369,1.8124,0.0022,7.5994,33.0172,7.6098,0.010399999999999743,-0.12956707073574933,0.099861786,0.029286107
35370,5.4811,0.0057,7.3407,41.3352,7.2991,-0.04159999999999986,-0.7612642921469379,-0.20446934,0.004234202
35371,1.6458,0.0019,7.1163,38.6497,7.1574,0.041100000000000136,0.24337725036663313,0.17737775,0.035667058
35372,2.7549,0.0026,7.1039,18.8506,7.1229,0.01899999999999924,-0.025094068733134984,0.044601962,0.024737231
35373,3.1801,0.003,6.8742,25.7214,6.9493,0.07509999999999994,0.656410048981642,0.030773148,0.023598874
35374,2.7921,0.0026,6.8895,11.7627,6.9274,0.0378999999999996,0.20450357520286086,0.056407616,0.02570905
35375,2.4796,0.0021,6.7922,31.029,6.8502,0.05799999999999983,0.4486788473252673,0.1102422,0.030140601
35376,1.6475,0.0018,6.7028,21.1124,6.7631,0.0602999999999998,0.4766193013492236,0.18222263,0.03606588
35377,3.3058,0.0027,6.5393,21.2338,6.5951,0.055800000000000516,0.4219531956501867,0.067035094,0.02658388
35378,4.9835,0.0044,6.5515,228.7,6.559,0.007500000000000284,-0.16479633885290546,-0.131797,0.010216436
35379,2.5352,0.0029,6.7549,205.062,6.675,-0.0799000000000003,-1.2265335917632647,-0.090479955,0.0136175705
35380,2.56,0.0022,6.7779,201.104,6.7817,0.0038000000000000256,-0.20974402576101275,-0.058683522,0.016234986
35381,5.4762,0.0075,6.9468,214.754,6.9322,-0.014599999999999724,-0.43326765795266275,-0.3610049,-0.00865148
35382,2.2234,0.0017,7.5592,355.664,7.8136,0.2544000000000004,2.8345506605013973,0.01916574,0.022643376
35383,2.0733,0.0022,7.4425,18.7798,7.5606,0.1181000000000001,1.178775058994746,0.082209915,0.02783304
35384,1.6582,0.0016,7.2788,7.4211,7.285,0.006199999999999761,-0.18058876938819166,0.18547462,0.036333576
35385,1.0742,0.0011,7.1673,8.1801,7.1875,0.020199999999999996,-0.010516440546713643,0.3427258,0.049278166
35386,1.4339,0.0019,7.0892,31.9072,7.1164,0.02719999999999967,0.07451972387401996,0.19521424,0.03713532
35387,2.9093,0.0029,6.7617,33.5008,6.8172,0.05549999999999944,0.41830878860357057,0.053426787,0.025463674
35388,2.6168,0.0022,6.7067,30.1861,6.7677,0.06099999999999994,0.4851229177912991,0.102009565,0.029462907
35389,2.6019,0.0022,6.6354,7.8105,6.6885,0.05310000000000059,0.38915353223076027,0.10099359,0.029379275
35390,2.1203,0.0022,6.5198,229.171,6.6084,0.08859999999999957,0.8204083660787741,-0.002328381,0.020874023
35391,3.2217,0.0029,6.6797,208.368,6.6787,-0.001000000000000334,-0.2680545385066658,-0.08270298,0.014257754
35392,2.1297,0.0016,6.7576,183.008,6.7573,-0.000300000000000189,-0.25955092206459024,0.0272194,0.023306336
35393,3.1869,0.0035,6.7882,195.14,6.8003,0.012100000000000222,-0.10891543080499295,-0.12195964,0.011026228
35394,1.0891,0.0007,7.6009,315.647,7.8211,0.22020000000000017,2.419088257188648,0.19209565,0.03687861
35395,1.6072,0.0014,7.558,2.1801,7.6924,0.1344000000000003,1.3767878418601804,0.21277215,0.038580652
35396,1.6892,0.0022,7.4128,28.1975,7.4382,0.02540000000000031,0.05265328159440954,0.111937106,0.03028012
35397,2.3371,0.0024,7.2664,32.0281,7.2695,0.0030999999999998806,-0.2182476422030883,0.07002881,0.026830317
35398,1.2108,0.0021,7.161,25.6256,7.1796,0.018600000000000172,-0.029953278128594378,0.17907888,0.03580709
35399,4.8948,0.0041,6.9582,31.1855,7.0281,0.06990000000000052,0.5932403268405295,-0.076623484,0.014758206
35400,3.1279,0.0028,6.8369,24.3647,6.9216,0.08469999999999978,0.7730310744729372,0.04530707,0.024795275
35401,2.2848,0.0021,6.7408,356.231,6.7948,0.05400000000000027,0.4000867533705655,0.113272294,0.030390032
35402,1.2767,0.0012,6.6761,24.8956,6.7463,0.07019999999999982,0.5968847338871242,0.332592,0.048443973
35403,2.4998,0.0025,6.6035,51.0614,6.6528,0.04929999999999968,0.3429910429737773,0.1024712,0.029500907
35404,4.1145,0.0037,6.5569,222.333,6.6088,0.051899999999999835,0.3745759040443389,-0.10060941,0.012783735
35405,3.0498,0.0027,6.7491,201.223,6.7065,-0.04260000000000019,-0.7734123156356187,-0.08349626,0.014192454
35406,2.1224,0.0019,6.7627,204.163,6.7709,0.00820000000000043,-0.15629272241082995,-0.019475594,0.019462502
35407,5.2918,0.0065,6.9053,197.89,6.898,-0.00730000000000075,-0.34458708648533465,-0.29458398,-0.0031838473
35408,2.8539,0.0019,6.8056,294.573,6.8228,0.017199999999999882,-0.04696051101274542,0.021920443,0.022870136
35409,2.2183,0.0026,6.7864,202.044,6.7896,0.0031999999999996476,-0.21703283985422342,-0.07269642,0.015081474
35410,5.6407,0.0073,7.0615,205.734,7.0187,-0.04279999999999973,-0.7758419203333484,-0.35692513,-0.008315641
35412,0.698,0.0006,7.4158,235.44,7.7962,0.38039999999999985,4.365201620074667,0.29559597,0.045398537
35413,0.8508,0.0015,7.2552,25.3296,7.2768,0.021599999999999397,0.006490792337426605,0.320603,0.047457065
35414,7.1561,0.0071,7.0442,31.1147,6.9758,-0.06840000000000046,-1.0868313216434835,-0.3021015,-0.003802674
35415,6.9084,0.0094,6.4304,28.5305,6.4986,0.06820000000000004,0.5725886869097732,-0.38942116,-0.010990648
35416,5.9874,0.0063,5.9135,41.7007,6.1586,0.24509999999999987,2.7215740420566963,-0.1515387,0.008591341
35417,4.499,0.0034,5.8869,222.894,6.1068,0.21989999999999998,2.4154438501420428,0.048530303,0.025060605
35418,4.8383,0.005,6.0876,166.294,6.2411,0.1535000000000002,1.6088150904939058,-0.13268194,0.010143591
35419,6.1963,0.0064,6.5046,186.522,6.5245,0.019899999999999807,-0.014160847593318978,-0.26675075,-0.00089267455
35420,3.9047,0.0033,6.7925,204.534,6.7092,-0.08330000000000037,-1.2678368716247665,-0.12411776,0.010848576
35421,0.8085,0.0008,7.4169,55.7546,7.8141,0.3971999999999998,4.569288414684436,0.46106446,0.059019558
35422,0.7208,0.0008,7.4177,35.5054,7.6366,0.21889999999999965,2.4032958266533617,0.46189052,0.05908756
35423,0.9928,0.001,7.3768,38.0295,7.4289,0.05209999999999937,0.37700550874206856,0.4002971,0.054017317
35424,0.818,0.001,7.3089,37.3482,7.3334,0.024499999999999744,0.04172006045459353,0.42020327,0.055655953
35425,9.659,0.0094,6.1593,15.307,6.3185,0.15920000000000023,1.678058824379364,-0.4792487,-0.018385062
35426,5.5537,0.0059,5.7724,340.045,6.0353,0.26290000000000013,2.9378088601551466,0.051866323,0.025335219
35427,8.3374,0.0065,6.0716,221.244,6.198,0.1264000000000003,1.2796036539507658,-0.16038415,0.007863202
35428,4.5643,0.0056,6.0207,199.228,6.2876,0.2669000000000006,2.9864009541098593,-0.1185465,0.01130719
35429,8.0618,0.0074,6.6595,200.912,6.5685,-0.09100000000000019,-1.3613766524875757,-0.35551965,-0.008199947
35430,1.8054,0.0016,6.8038,188.232,6.7674,-0.036399999999999544,-0.6980945700058148,0.054321244,0.025537303
35431,1.7357,0.0015,6.812,225.717,6.8194,0.007399999999999629,-0.1660111412017811,0.058304712,0.025865214
35432,4.5826,0.004,6.8695,208.971,6.8517,-0.01780000000000026,-0.472141333116435,-0.17314728,0.006812568
35433,3.6198,0.0043,6.217,53.1402,6.394,0.1770000000000005,1.894293642477814,0.004953429,0.021473447
35434,3.645,0.0034,6.1812,120.765,6.3607,0.1795,1.9246637011995,-0.014899686,0.01983918
35435,3.5888,0.004,6.355,204.021,6.4341,0.0790999999999995,0.7050021429363438,-0.093694344,0.013352969
35436,2.7661,0.003,6.5532,200.889,6.5881,0.03489999999999949,0.1680595047368291,-0.07110138,0.015212774
35437,4.7577,0.004,6.701,227.452,6.6745,-0.026499999999999524,-0.5778291374679142,-0.14111908,0.009449063
35438,3.1563,0.0028,6.7777,155.483,6.7504,-0.027300000000000324,-0.5875475562588653,-0.03208591,0.018424446
35439,2.6912,0.0028,6.7846,201.048,6.7837,-0.000900000000000567,-0.26683973615780093,-0.08834915,0.013792974
35440,4.3811,0.0048,7.0056,212.33,6.9751,-0.03049999999999997,-0.6264212314226268,-0.21753906,0.003158329
35441,0.925,0.0009,7.4563,57.6671,7.7732,0.3169000000000004,3.593802128543697,0.4331113,0.056718513
35442,1.1118,0.0011,7.43,45.196,7.5599,0.12990000000000013,1.3221217361611326,0.3756277,0.051986583
35443,0.9811,0.0012,7.3523,34.7687,7.3806,0.028300000000000658,0.08788254971157645,0.3646748,0.05108496
35444,0.7522,0.0009,7.2896,23.6286,7.3088,0.019199999999999662,-0.0226644640353945,0.43057364,0.056509618
